MDM.1,MDM.2,MDM.3,MDM.4,MDM.5,MDM.6,MDM.7,MDM.8,MDM.9,MDM.10,MDM.11,MDM.12,MDM.13,MDM.14,MDM.15,MDM.16
ENSG00000107223,ENSG00000153786,,,,,,,,,,,,,,
ENSG00000127191,ENSG00000135709,,,,,,,,,,,,,,
ENSG00000198435,ENSG00000158717,,,,,,,,,,,,,,
ENSG00000185627,ENSG00000176715,,,,,,,,,,,,,,
ENSG00000070047,ENSG00000159842,,,,,,,,,,,,,,
ENSG00000177156,ENSG00000174231,,,,,,,,,,,,,,
ENSG00000177600,ENSG00000167716,,,,,,,,,,,,,,
ENSG00000182208,ENSG00000167711,,,,,,,,,,,,,,
ENSG00000184545,ENSG00000186532,,,,,,,,,,,,,,
ENSG00000184281,ENSG00000132383,,,,,,,,,,,,,,
ENSG00000110713,ENSG00000070366,,,,,,,,,,,,,,
ENSG00000051009,ENSG00000070444,,,,,,,,,,,,,,
ENSG00000132254,ENSG00000132359,,,,,,,,,,,,,,
ENSG00000184014,ENSG00000004660,,,,,,,,,,,,,,
ENSG00000166478,ENSG00000074755,,,,,,,,,,,,,,
ENSG00000148926,ENSG00000167840,,,,,,,,,,,,,,
ENSG00000133805,ENSG00000161929,,,,,,,,,,,,,,
ENSG00000110321,ENSG00000174327,,,,,,,,,,,,,,
ENSG00000170242,ENSG00000040633,,,,,,,,,,,,,,
ENSG00000133794,ENSG00000174282,,,,,,,,,,,,,,
ENSG00000197601,ENSG00000132518,,,,,,,,,,,,,,
ENSG00000129084,ENSG00000196544,,,,,,,,,,,,,,
ENSG00000188211,ENSG00000184619,,,,,,,,,,,,,,
ENSG00000074319,ENSG00000006740,,,,,,,,,,,,,,
ENSG00000166833,ENSG00000214941,,,,,,,,,,,,,,
ENSG00000148943,ENSG00000141027,,,,,,,,,,,,,,
ENSG00000049449,ENSG00000177427,,,,,,,,,,,,,,
ENSG00000149100,ENSG00000176974,,,,,,,,,,,,,,
ENSG00000166016,ENSG00000154016,,,,,,,,,,,,,,
ENSG00000026508,ENSG00000180638,,,,,,,,,,,,,,
ENSG00000179431,ENSG00000128487,,,,,,,,,,,,,,
ENSG00000166181,ENSG00000274180,,,,,,,,,,,,,,
ENSG00000149084,ENSG00000004139,,,,,,,,,,,,,,
ENSG00000187479,ENSG00000076351,,,,,,,,,,,,,,
ENSG00000066336,ENSG00000109118,,,,,,,,,,,,,,
ENSG00000149177,ENSG00000179761,,,,,,,,,,,,,,
ENSG00000156599,ENSG00000168792,,,,,,,,,,,,,,
ENSG00000156603,ENSG00000172171,,,,,,,,,,,,,,
ENSG00000110048,ENSG00000184060,,,,,,,,,,,,,,
ENSG00000166889,ENSG00000185862,,,,,,,,,,,,,,
ENSG00000167987,ENSG00000126858,,,,,,,,,,,,,,
ENSG00000149532,ENSG00000108666,,,,,,,,,,,,,,
ENSG00000167995,ENSG00000172716,,,,,,,,,,,,,,
ENSG00000167996,ENSG00000276293,,,,,,,,,,,,,,
ENSG00000089597,ENSG00000067191,,,,,,,,,,,,,,
ENSG00000162231,ENSG00000108306,,,,,,,,,,,,,,
ENSG00000162236,ENSG00000161395,,,,,,,,,,,,,,
ENSG00000168003,ENSG00000141736,,,,,,,,,,,,,,
ENSG00000072518,ENSG00000008838,,,,,,,,,,,,,,
ENSG00000149781,ENSG00000126351,,,,,,,,,,,,,,
ENSG00000168066,ENSG00000126337,,,,,,,,,,,,,,
ENSG00000110047,ENSG00000141696,,,,,,,,,,,,,,
ENSG00000149806,ENSG00000068137,,,,,,,,,,,,,,
ENSG00000149798,ENSG00000108840,,,,,,,,,,,,,,
ENSG00000173442,ENSG00000108309,,,,,,,,,,,,,,
ENSG00000173039,ENSG00000180340,,,,,,,,,,,,,,
ENSG00000172977,ENSG00000180336,,,,,,,,,,,,,,
ENSG00000172803,ENSG00000172992,,,,,,,,,,,,,,
ENSG00000175592,ENSG00000228696,,,,,,,,,,,,,,
ENSG00000087365,ENSG00000238083,,,,,,,,,,,,,,
ENSG00000173120,ENSG00000108468,,,,,,,,,,,,,,
ENSG00000175505,ENSG00000120093,,,,,,,,,,,,,,
ENSG00000110075,ENSG00000108798,,,,,,,,,,,,,,
ENSG00000132740,ENSG00000173868,,,,,,,,,,,,,,
ENSG00000137496,ENSG00000198740,,,,,,,,,,,,,,
ENSG00000054967,ENSG00000176358,,,,,,,,,,,,,,
ENSG00000175582,ENSG00000005882,,,,,,,,,,,,,,
ENSG00000214517,ENSG00000108819,,,,,,,,,,,,,,
ENSG00000166439,ENSG00000015532,,,,,,,,,,,,,,
ENSG00000149273,ENSG00000167107,,,,,,,,,,,,,,
ENSG00000137507,ENSG00000136457,,,,,,,,,,,,,,
ENSG00000171202,ENSG00000108848,,,,,,,,,,,,,,
ENSG00000073921,ENSG00000166260,,,,,,,,,,,,,,
ENSG00000174804,ENSG00000166263,,,,,,,,,,,,,,
ENSG00000180773,ENSG00000153982,,,,,,,,,,,,,,
ENSG00000166012,ENSG00000170921,,,,,,,,,,,,,,
ENSG00000134627,ENSG00000198909,,,,,,,,,,,,,,
ENSG00000196371,ENSG00000266173,,,,,,,,,,,,,,
ENSG00000023445,ENSG00000256525,,,,,,,,,,,,,,
ENSG00000110330,ENSG00000176809,,,,,,,,,,,,,,
ENSG00000166670,ENSG00000171634,,,,,,,,,,,,,,
ENSG00000196611,ENSG00000108984,,,,,,,,,,,,,,
ENSG00000149968,ENSG00000125449,,,,,,,,,,,,,,
ENSG00000137757,ENSG00000125450,,,,,,,,,,,,,,
ENSG00000179331,ENSG00000125457,,,,,,,,,,,,,,
ENSG00000149289,ENSG00000108469,,,,,,,,,,,,,,
ENSG00000150764,ENSG00000141569,,,,,,,,,,,,,,
ENSG00000150779,ENSG00000188878,,,,,,,,,,,,,,
ENSG00000204370,ENSG00000214140,,,,,,,,,,,,,,
ENSG00000150782,ENSG00000183077,,,,,,,,,,,,,,
ENSG00000076053,ENSG00000178404,,,,,,,,,,,,,,
ENSG00000160584,ENSG00000167280,,,,,,,,,,,,,,
ENSG00000168092,ENSG00000141570,,,,,,,,,,,,,,
ENSG00000095139,ENSG00000141582,,,,,,,,,,,,,,
ENSG00000019144,ENSG00000173818,,,,,,,,,,,,,,
ENSG00000118181,ENSG00000175866,,,,,,,,,,,,,,
ENSG00000196655,ENSG00000141577,,,,,,,,,,,,,,
ENSG00000149547,ENSG00000169683,,,,,,,,,,,,,,
ENSG00000110060,ENSG00000141562,,,,,,,,,,,,,,
ENSG00000182934,ENSG00000141542,,,,,,,,,,,,,,
ENSG00000110080,ENSG00000198081,,,,,,,,,,,,,,
ENSG00000084234,ENSG00000154889,,,,,,,,,,,,,,
ENSG00000067057,ENSG00000141401,,,,,,,,,,,,,,
ENSG00000067082,ENSG00000141391,,,,,,,,,,,,,,
ENSG00000134470,ENSG00000168675,,,,,,,,,,,,,,
ENSG00000134460,ENSG00000175322,,,,,,,,,,,,,,
ENSG00000134453,ENSG00000134508,,,,,,,,,,,,,,
ENSG00000151465,ENSG00000141447,,,,,,,,,,,,,,
ENSG00000123240,ENSG00000134504,,,,,,,,,,,,,,
ENSG00000165630,ENSG00000101695,,,,,,,,,,,,,,
ENSG00000065809,ENSG00000166974,,,,,,,,,,,,,,
ENSG00000148481,ENSG00000186496,,,,,,,,,,,,,,
ENSG00000026025,ENSG00000078043,,,,,,,,,,,,,,
ENSG00000165997,ENSG00000167216,,,,,,,,,,,,,,
ENSG00000165312,ENSG00000134030,,,,,,,,,,,,,,
ENSG00000148459,ENSG00000091157,,,,,,,,,,,,,,
ENSG00000136754,ENSG00000066926,,,,,,,,,,,,,,
ENSG00000136758,ENSG00000180011,,,,,,,,,,,,,,
ENSG00000120539,ENSG00000179981,,,,,,,,,,,,,,
ENSG00000099246,ENSG00000197971,,,,,,,,,,,,,,
ENSG00000197321,ENSG00000196476,,,,,,,,,,,,,,
ENSG00000107968,ENSG00000177732,,,,,,,,,,,,,,
ENSG00000095794,ENSG00000089006,,,,,,,,,,,,,,
ENSG00000169826,ENSG00000125871,,,,,,,,,,,,,,
ENSG00000107643,ENSG00000088970,,,,,,,,,,,,,,
ENSG00000204152,ENSG00000154930,,,,,,,,,,,,,,
ENSG00000072401,ENSG00000197586,,,,,,,,,,,,,,
ENSG00000150347,ENSG00000197183,,,,,,,,,,,,,,
ENSG00000107625,ENSG00000125967,,,,,,,,,,,,,,
ENSG00000165732,ENSG00000101417,,,,,,,,,,,,,,
ENSG00000122862,ENSG00000101440,,,,,,,,,,,,,,
ENSG00000122958,ENSG00000131069,,,,,,,,,,,,,,
ENSG00000042286,ENSG00000101079,,,,,,,,,,,,,,
ENSG00000079332,ENSG00000174306,,,,,,,,,,,,,,
ENSG00000180817,ENSG00000168612,,,,,,,,,,,,,,
ENSG00000138316,ENSG00000101126,,,,,,,,,,,,,,
ENSG00000122884,ENSG00000020256,,,,,,,,,,,,,,
ENSG00000138279,ENSG00000124098,,,,,,,,,,,,,,
ENSG00000107758,ENSG00000215440,,,,,,,,,,,,,,
ENSG00000176986,ENSG00000101162,,,,,,,,,,,,,,
ENSG00000214655,ENSG00000196227,,,,,,,,,,,,,,
ENSG00000166507,ENSG00000132825,,,,,,,,,,,,,,
ENSG00000156671,ENSG00000125510,,,,,,,,,,,,,,
ENSG00000138326,ENSG00000203880,,,,,,,,,,,,,,
ENSG00000165678,ENSG00000105556,,,,,,,,,,,,,,
ENSG00000107771,ENSG00000180448,,,,,,,,,,,,,,
ENSG00000198682,ENSG00000118046,,,,,,,,,,,,,,
ENSG00000138138,ENSG00000160953,,,,,,,,,,,,,,
ENSG00000138135,ENSG00000129968,,,,,,,,,,,,,,
ENSG00000180628,ENSG00000227500,,,,,,,,,,,,,,
ENSG00000095564,ENSG00000133243,,,,,,,,,,,,,,
ENSG00000173145,ENSG00000172081,,,,,,,,,,,,,,
ENSG00000107443,ENSG00000171970,,,,,,,,,,,,,,
ENSG00000077147,ENSG00000141905,,,,,,,,,,,,,,
ENSG00000155629,ENSG00000141985,,,,,,,,,,,,,,
ENSG00000196233,ENSG00000185361,,,,,,,,,,,,,,
ENSG00000155287,ENSG00000205784,,,,,,,,,,,,,,
ENSG00000198018,ENSG00000125652,,,,,,,,,,,,,,
ENSG00000166197,ENSG00000205744,,,,,,,,,,,,,,
ENSG00000077150,ENSG00000171105,,,,,,,,,,,,,,
ENSG00000059915,ENSG00000104880,,,,,,,,,,,,,,
ENSG00000138107,ENSG00000104883,,,,,,,,,,,,,,
ENSG00000065613,ENSG00000196605,,,,,,,,,,,,,,
ENSG00000108039,ENSG00000198551,,,,,,,,,,,,,,
ENSG00000119953,ENSG00000177599,,,,,,,,,,,,,,
ENSG00000138166,ENSG00000196757,,,,,,,,,,,,,,
ENSG00000108061,ENSG00000214189,,,,,,,,,,,,,,
ENSG00000197142,ENSG00000180855,,,,,,,,,,,,,,
ENSG00000023041,ENSG00000188033,,,,,,,,,,,,,,
ENSG00000165650,ENSG00000095066,,,,,,,,,,,,,,
ENSG00000107581,ENSG00000105613,,,,,,,,,,,,,,
ENSG00000197771,ENSG00000104903,,,,,,,,,,,,,,
ENSG00000107651,ENSG00000104915,,,,,,,,,,,,,,
ENSG00000089876,ENSG00000127511,,,,,,,,,,,,,,
ENSG00000111669,ENSG00000099331,,,,,,,,,,,,,,
ENSG00000173262,ENSG00000099330,,,,,,,,,,,,,,
ENSG00000059804,ENSG00000127220,,,,,,,,,,,,,,
ENSG00000089818,ENSG00000141971,,,,,,,,,,,,,,
ENSG00000205846,ENSG00000130304,,,,,,,,,,,,,,
ENSG00000166527,ENSG00000099308,,,,,,,,,,,,,,
ENSG00000166523,ENSG00000216490,,,,,,,,,,,,,,
ENSG00000173391,ENSG00000105649,,,,,,,,,,,,,,
ENSG00000256537,ENSG00000130517,,,,,,,,,,,,,,
ENSG00000139083,ENSG00000006015,,,,,,,,,,,,,,
ENSG00000013588,ENSG00000105662,,,,,,,,,,,,,,
ENSG00000084463,ENSG00000237440,,,,,,,,,,,,,,
ENSG00000023734,ENSG00000196705,,,,,,,,,,,,,,
ENSG00000121350,ENSG00000131941,,,,,,,,,,,,,,
ENSG00000133703,ENSG00000245848,,,,,,,,,,,,,,
ENSG00000123094,ENSG00000089335,,,,,,,,,,,,,,
ENSG00000139146,ENSG00000197841,,,,,,,,,,,,,,
ENSG00000087470,ENSG00000105699,,,,,,,,,,,,,,
ENSG00000151239,ENSG00000105698,,,,,,,,,,,,,,
ENSG00000079387,ENSG00000161277,,,,,,,,,,,,,,
ENSG00000129315,ENSG00000142065,,,,,,,,,,,,,,
ENSG00000174243,ENSG00000181007,,,,,,,,,,,,,,
ENSG00000172602,ENSG00000185869,,,,,,,,,,,,,,
ENSG00000161791,ENSG00000196967,,,,,,,,,,,,,,
ENSG00000139624,ENSG00000245680,,,,,,,,,,,,,,
ENSG00000110911,ENSG00000188283,,,,,,,,,,,,,,
ENSG00000110925,ENSG00000171827,,,,,,,,,,,,,,
ENSG00000135503,ENSG00000189144,,,,,,,,,,,,,,
ENSG00000161835,ENSG00000105738,,,,,,,,,,,,,,
ENSG00000123358,ENSG00000099337,,,,,,,,,,,,,,
ENSG00000123395,ENSG00000104823,,,,,,,,,,,,,,
ENSG00000135476,ENSG00000187187,,,,,,,,,,,,,,
ENSG00000135486,ENSG00000128000,,,,,,,,,,,,,,
ENSG00000139572,ENSG00000197782,,,,,,,,,,,,,,
ENSG00000172551,ENSG00000105227,,,,,,,,,,,,,,
ENSG00000123353,ENSG00000160460,,,,,,,,,,,,,,
ENSG00000123342,ENSG00000123815,,,,,,,,,,,,,,
ENSG00000139645,ENSG00000188493,,,,,,,,,,,,,,
ENSG00000037897,ENSG00000177191,,,,,,,,,,,,,,
ENSG00000123297,ENSG00000167625,,,,,,,,,,,,,,
ENSG00000135655,ENSG00000105429,,,,,,,,,,,,,,
ENSG00000183735,ENSG00000079435,,,,,,,,,,,,,,
ENSG00000111490,ENSG00000159905,,,,,,,,,,,,,,
ENSG00000090376,ENSG00000267680,,,,,,,,,,,,,,
ENSG00000127311,ENSG00000263002,,,,,,,,,,,,,,
ENSG00000127314,ENSG00000167380,,,,,,,,,,,,,,
ENSG00000173451,ENSG00000131115,,,,,,,,,,,,,,
ENSG00000080371,ENSG00000104866,,,,,,,,,,,,,,
ENSG00000111615,ENSG00000104884,,,,,,,,,,,,,,
ENSG00000186908,ENSG00000160014,,,,,,,,,,,,,,
ENSG00000058272,ENSG00000160007,,,,,,,,,,,,,,
ENSG00000133773,ENSG00000161558,,,,,,,,,,,,,,
ENSG00000179104,ENSG00000105516,,,,,,,,,,,,,,
ENSG00000139324,ENSG00000104808,,,,,,,,,,,,,,
ENSG00000257594,ENSG00000142552,,,,,,,,,,,,,,
ENSG00000070961,ENSG00000126464,,,,,,,,,,,,,,
ENSG00000133639,ENSG00000126456,,,,,,,,,,,,,,
ENSG00000102189,ENSG00000010361,,,,,,,,,,,,,,
ENSG00000177889,ENSG00000131398,,,,,,,,,,,,,,
ENSG00000120833,ENSG00000161681,,,,,,,,,,,,,,
ENSG00000169372,ENSG00000161551,,,,,,,,,,,,,,
ENSG00000057704,ENSG00000204611,,,,,,,,,,,,,,
ENSG00000136021,ENSG00000196267,,,,,,,,,,,,,,
ENSG00000136048,ENSG00000196214,,,,,,,,,,,,,,
ENSG00000139372,ENSG00000198464,,,,,,,,,,,,,,
ENSG00000198431,ENSG00000167555,,,,,,,,,,,,,,
ENSG00000171310,ENSG00000167562,,,,,,,,,,,,,,
ENSG00000136052,ENSG00000167766,,,,,,,,,,,,,,
ENSG00000151135,ENSG00000182986,,,,,,,,,,,,,,
ENSG00000008405,ENSG00000180257,,,,,,,,,,,,,,
ENSG00000075856,ENSG00000213799,,,,,,,,,,,,,,
ENSG00000110906,ENSG00000198346,,,,,,,,,,,,,,
ENSG00000196850,ENSG00000167608,,,,,,,,,,,,,,
ENSG00000089234,ENSG00000133247,,,,,,,,,,,,,,
ENSG00000179295,ENSG00000171443,,,,,,,,,,,,,,
ENSG00000176871,ENSG00000173581,,,,,,,,,,,,,,
ENSG00000135090,ENSG00000105136,,,,,,,,,,,,,,
ENSG00000111786,ENSG00000121406,,,,,,,,,,,,,,
ENSG00000022840,ENSG00000183647,,,,,,,,,,,,,,
ENSG00000089041,ENSG00000178935,,,,,,,,,,,,,,
ENSG00000110931,ENSG00000166704,,,,,,,,,,,,,,
ENSG00000276045,ENSG00000121413,,,,,,,,,,,,,,
ENSG00000184047,ENSG00000198131,,,,,,,,,,,,,,
ENSG00000130779,ENSG00000099326,,,,,,,,,,,,,,
ENSG00000111011,ENSG00000172967,,,,,,,,,,,,,,
ENSG00000182782,ENSG00000275793,,,,,,,,,,,,,,
ENSG00000139697,ENSG00000242259,,,,,,,,,,,,,,
ENSG00000150977,ENSG00000184058,,,,,,,,,,,,,,
ENSG00000150991,ENSG00000185838,,,,,,,,,,,,,,
ENSG00000176915,ENSG00000215012,,,,,,,,,,,,,,
ENSG00000121390,ENSG00000183597,,,,,,,,,,,,,,
ENSG00000165474,ENSG00000040608,,,,,,,,,,,,,,
ENSG00000150457,ENSG00000185252,,,,,,,,,,,,,,
ENSG00000182957,ENSG00000241973,,,,,,,,,,,,,,
ENSG00000139496,ENSG00000099940,,,,,,,,,,,,,,
ENSG00000127870,ENSG00000187792,,,,,,,,,,,,,,
ENSG00000152484,ENSG00000169314,,,,,,,,,,,,,,
ENSG00000133104,ENSG00000133460,,,,,,,,,,,,,,
ENSG00000120686,ENSG00000100099,,,,,,,,,,,,,,
ENSG00000183722,ENSG00000128294,,,,,,,,,,,,,,
ENSG00000120688,ENSG00000100154,,,,,,,,,,,,,,
ENSG00000102780,ENSG00000184792,,,,,,,,,,,,,,
ENSG00000102804,ENSG00000100105,,,,,,,,,,,,,,
ENSG00000136147,ENSG00000100350,,,,,,,,,,,,,,
ENSG00000150510,ENSG00000128311,,,,,,,,,,,,,,
ENSG00000102786,ENSG00000128309,,,,,,,,,,,,,,
ENSG00000204899,ENSG00000100060,,,,,,,,,,,,,,
ENSG00000083520,ENSG00000100201,,,,,,,,,,,,,,
ENSG00000102554,ENSG00000100211,,,,,,,,,,,,,,
ENSG00000102794,ENSG00000100307,,,,,,,,,,,,,,
ENSG00000088451,ENSG00000100324,,,,,,,,,,,,,,
ENSG00000169508,ENSG00000100354,,,,,,,,,,,,,,
ENSG00000174405,ENSG00000196236,,,,,,,,,,,,,,
ENSG00000139826,ENSG00000100271,,,,,,,,,,,,,,
ENSG00000102606,ENSG00000138964,,,,,,,,,,,,,,
ENSG00000126226,ENSG00000182257,,,,,,,,,,,,,,
ENSG00000139842,ENSG00000205643,,,,,,,,,,,,,,
ENSG00000185896,ENSG00000075240,,,,,,,,,,,,,,
ENSG00000198805,ENSG00000100422,,,,,,,,,,,,,,
ENSG00000092199,ENSG00000100429,,,,,,,,,,,,,,
ENSG00000129472,ENSG00000159082,,,,,,,,,,,,,,
ENSG00000092203,ENSG00000177692,,,,,,,,,,,,,,
ENSG00000157227,ENSG00000205726,,,,,,,,,,,,,,
ENSG00000197324,ENSG00000182670,,,,,,,,,,,,,,
ENSG00000100804,ENSG00000160299,,,,,,,,,,,,,,
ENSG00000129473,ENSG00000160305,,,,,,,,,,,,,,
ENSG00000092330,,,,,,,,,,,,,,,
ENSG00000100453,,,,,,,,,,,,,,,
ENSG00000196792,,,,,,,,,,,,,,,
ENSG00000100478,,,,,,,,,,,,,,,
ENSG00000129521,,,,,,,,,,,,,,,
ENSG00000198604,,,,,,,,,,,,,,,
ENSG00000100883,,,,,,,,,,,,,,,
ENSG00000151327,,,,,,,,,,,,,,,
ENSG00000092020,,,,,,,,,,,,,,,
ENSG00000100902,,,,,,,,,,,,,,,
ENSG00000100906,,,,,,,,,,,,,,,
ENSG00000174373,,,,,,,,,,,,,,,
ENSG00000100934,,,,,,,,,,,,,,,
ENSG00000179454,,,,,,,,,,,,,,,
ENSG00000185246,,,,,,,,,,,,,,,
ENSG00000012983,,,,,,,,,,,,,,,
ENSG00000151748,,,,,,,,,,,,,,,
ENSG00000168229,,,,,,,,,,,,,,,
ENSG00000125384,,,,,,,,,,,,,,,
ENSG00000197930,,,,,,,,,,,,,,,
ENSG00000198252,,,,,,,,,,,,,,,
ENSG00000131979,,,,,,,,,,,,,,,
ENSG00000180008,,,,,,,,,,,,,,,
ENSG00000168175,,,,,,,,,,,,,,,
ENSG00000126777,,,,,,,,,,,,,,,
ENSG00000070367,,,,,,,,,,,,,,,
ENSG00000139977,,,,,,,,,,,,,,,
ENSG00000131966,,,,,,,,,,,,,,,
ENSG00000100567,,,,,,,,,,,,,,,
ENSG00000100644,,,,,,,,,,,,,,,
ENSG00000023608,,,,,,,,,,,,,,,
ENSG00000100554,,,,,,,,,,,,,,,
ENSG00000100647,,,,,,,,,,,,,,,
ENSG00000100650,,,,,,,,,,,,,,,
ENSG00000133997,,,,,,,,,,,,,,,
ENSG00000100731,,,,,,,,,,,,,,,
ENSG00000197555,,,,,,,,,,,,,,,
ENSG00000119707,,,,,,,,,,,,,,,
ENSG00000080815,,,,,,,,,,,,,,,
ENSG00000119725,,,,,,,,,,,,,,,
ENSG00000119718,,,,,,,,,,,,,,,
ENSG00000119686,,,,,,,,,,,,,,,
ENSG00000100764,,,,,,,,,,,,,,,
ENSG00000165943,,,,,,,,,,,,,,,
ENSG00000011114,,,,,,,,,,,,,,,
ENSG00000197249,,,,,,,,,,,,,,,
ENSG00000090061,,,,,,,,,,,,,,,
ENSG00000140105,,,,,,,,,,,,,,,
ENSG00000100865,,,,,,,,,,,,,,,
ENSG00000131323,,,,,,,,,,,,,,,
ENSG00000198752,,,,,,,,,,,,,,,
ENSG00000185215,,,,,,,,,,,,,,,
ENSG00000100664,,,,,,,,,,,,,,,
ENSG00000075413,,,,,,,,,,,,,,,
ENSG00000166165,,,,,,,,,,,,,,,
ENSG00000203485,,,,,,,,,,,,,,,
ENSG00000183484,,,,,,,,,,,,,,,
ENSG00000170113,,,,,,,,,,,,,,,
ENSG00000104067,,,,,,,,,,,,,,,
ENSG00000169918,,,,,,,,,,,,,,,
ENSG00000248905,,,,,,,,,,,,,,,
ENSG00000134152,,,,,,,,,,,,,,,
ENSG00000172575,,,,,,,,,,,,,,,
ENSG00000137801,,,,,,,,,,,,,,,
ENSG00000137815,,,,,,,,,,,,,,,
ENSG00000103978,,,,,,,,,,,,,,,
ENSG00000168806,,,,,,,,,,,,,,,
ENSG00000140259,,,,,,,,,,,,,,,
ENSG00000104131,,,,,,,,,,,,,,,
ENSG00000166920,,,,,,,,,,,,,,,
ENSG00000104154,,,,,,,,,,,,,,,
ENSG00000104164,,,,,,,,,,,,,,,
ENSG00000166200,,,,,,,,,,,,,,,
ENSG00000104064,,,,,,,,,,,,,,,
ENSG00000138600,,,,,,,,,,,,,,,
ENSG00000104093,,,,,,,,,,,,,,,
ENSG00000138594,,,,,,,,,,,,,,,
ENSG00000069956,,,,,,,,,,,,,,,
ENSG00000128833,,,,,,,,,,,,,,,
ENSG00000128989,,,,,,,,,,,,,,,
ENSG00000103569,,,,,,,,,,,,,,,
ENSG00000205502,,,,,,,,,,,,,,,
ENSG00000103642,,,,,,,,,,,,,,,
ENSG00000166128,,,,,,,,,,,,,,,
ENSG00000138614,,,,,,,,,,,,,,,
ENSG00000174485,,,,,,,,,,,,,,,
ENSG00000169032,,,,,,,,,,,,,,,
ENSG00000174444,,,,,,,,,,,,,,,
ENSG00000159322,,,,,,,,,,,,,,,
ENSG00000179335,,,,,,,,,,,,,,,
ENSG00000169371,,,,,,,,,,,,,,,
ENSG00000185787,,,,,,,,,,,,,,,
ENSG00000140379,,,,,,,,,,,,,,,
ENSG00000086666,,,,,,,,,,,,,,,
ENSG00000172379,,,,,,,,,,,,,,,
ENSG00000136379,,,,,,,,,,,,,,,
ENSG00000140406,,,,,,,,,,,,,,,
ENSG00000156206,,,,,,,,,,,,,,,
ENSG00000172345,,,,,,,,,,,,,,,
ENSG00000140519,,,,,,,,,,,,,,,
ENSG00000166825,,,,,,,,,,,,,,,
ENSG00000140564,,,,,,,,,,,,,,,
ENSG00000176463,,,,,,,,,,,,,,,
ENSG00000131873,,,,,,,,,,,,,,,
ENSG00000131871,,,,,,,,,,,,,,,
ENSG00000007392,,,,,,,,,,,,,,,
ENSG00000103326,,,,,,,,,,,,,,,
ENSG00000103275,,,,,,,,,,,,,,,
ENSG00000007545,,,,,,,,,,,,,,,
ENSG00000205937,,,,,,,,,,,,,,,
ENSG00000008516,,,,,,,,,,,,,,,
ENSG00000010539,,,,,,,,,,,,,,,
ENSG00000102858,,,,,,,,,,,,,,,
ENSG00000187555,,,,,,,,,,,,,,,
ENSG00000182831,,,,,,,,,,,,,,,
ENSG00000185338,,,,,,,,,,,,,,,
ENSG00000189067,,,,,,,,,,,,,,,
ENSG00000184602,,,,,,,,,,,,,,,
ENSG00000103429,,,,,,,,,,,,,,,
ENSG00000085721,,,,,,,,,,,,,,,
ENSG00000133393,,,,,,,,,,,,,,,
ENSG00000103222,,,,,,,,,,,,,,,
ENSG00000157106,,,,,,,,,,,,,,,
ENSG00000188215,,,,,,,,,,,,,,,
ENSG00000102897,,,,,,,,,,,,,,,
ENSG00000122257,,,,,,,,,,,,,,,
ENSG00000077238,,,,,,,,,,,,,,,
ENSG00000197272,,,,,,,,,,,,,,,
ENSG00000184110,,,,,,,,,,,,,,,
ENSG00000168488,,,,,,,,,,,,,,,
ENSG00000167371,,,,,,,,,,,,,,,
ENSG00000013364,,,,,,,,,,,,,,,
ENSG00000149923,,,,,,,,,,,,,,,
ENSG00000169217,,,,,,,,,,,,,,,
ENSG00000156860,,,,,,,,,,,,,,,
ENSG00000103496,,,,,,,,,,,,,,,
ENSG00000103507,,,,,,,,,,,,,,,
ENSG00000089280,,,,,,,,,,,,,,,
ENSG00000140691,,,,,,,,,,,,,,,
ENSG00000185947,,,,,,,,,,,,,,,
ENSG00000155330,,,,,,,,,,,,,,,
ENSG00000069345,,,,,,,,,,,,,,,
ENSG00000196470,,,,,,,,,,,,,,,
ENSG00000102921,,,,,,,,,,,,,,,
ENSG00000166164,,,,,,,,,,,,,,,
ENSG00000083799,,,,,,,,,,,,,,,
ENSG00000125148,,,,,,,,,,,,,,,
ENSG00000159579,,,,,,,,,,,,,,,
ENSG00000102978,,,,,,,,,,,,,,,
ENSG00000103005,,,,,,,,,,,,,,,
ENSG00000135720,,,,,,,,,,,,,,,
ENSG00000166592,,,,,,,,,,,,,,,
ENSG00000166595,,,,,,,,,,,,,,,
ENSG00000205250,,,,,,,,,,,,,,,
ENSG00000038358,,,,,,,,,,,,,,,
ENSG00000132612,,,,,,,,,,,,,,,
ENSG00000102908,,,,,,,,,,,,,,,
ENSG00000181019,,,,,,,,,,,,,,,
ENSG00000157350,,,,,,,,,,,,,,,
ENSG00000103043,,,,,,,,,,,,,,,
ENSG00000157423,,,,,,,,,,,,,,,
ENSG00000040199,,,,,,,,,,,,,,,
ENSG00000166747,,,,,,,,,,,,,,,
ENSG00000103035,,,,,,,,,,,,,,,
ENSG00000166822,,,,,,,,,,,,,,,
ENSG00000166848,,,,,,,,,,,,,,,
ENSG00000103111,,,,,,,,,,,,,,,
ENSG00000166446,,,,,,,,,,,,,,,
ENSG00000153815,,,,,,,,,,,,,,,
ENSG00000230989,,,,,,,,,,,,,,,
ENSG00000154099,,,,,,,,,,,,,,,
ENSG00000103168,,,,,,,,,,,,,,,
ENSG00000103194,,,,,,,,,,,,,,,
ENSG00000103257,,,,,,,,,,,,,,,
ENSG00000051523,,,,,,,,,,,,,,,
ENSG00000167526,,,,,,,,,,,,,,,
ENSG00000158792,,,,,,,,,,,,,,,
ENSG00000075399,,,,,,,,,,,,,,,
ENSG00000167695,,,,,,,,,,,,,,,
